Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue
China Telecom,40.414,53.047,2.7339,93.873,142,Telecommunication Services,Telecommunications services,Asia,China,China,,"Jie Yang, DBA",http://www.forbes.com/companies/china-telecom/,0.02912339,0.051537316
AbbVie,104.466,25.638,5.923,66.099,143,Health Care,Pharmaceuticals,North America,United States,Illinois,Illinois,Richard A. Gonzalez,http://www.forbes.com/companies/abbvie/,0.089608012,0.231024261
Tokio Marine Holdings,30.563,44.613,2.7771,189.512,143,Financials,Property & Casualty Insurance,Asia,Japan,Japan,,Tsuyoshi Nagano,http://www.forbes.com/companies/tokio-marine-holdings/,0.014653953,0.062248672
Iberdrola,46.426,32.318,2.9922,112.548,145,Utilities,Electric Utilities,Europe,Spain,Spain,,José Ignacio Sánchez Galán,http://www.forbes.com/companies/iberdrola/,0.02658599,0.092586175
EDF,23.26,78.765,2.51,297.06,146,Utilities,Electric Utilities,Europe,France,France,,Jean-Bernard Lévy,http://www.forbes.com/companies/edf/,0.008449471,0.031866946
PNC Financial Services,57.935,16.064,3.877,369.353,147,Financials,Major Banks,North America,United States,Pennsylvania,Pennsylvania,William Stanton Demchak,http://www.forbes.com/companies/pnc-financial-services/,0.010496733,0.241347112
Tencent Holdings,277.122,22.831,6.185,56.968,148,Information Technology,Computer Services,Asia,China,China,,Hua Teng Ma,http://www.forbes.com/companies/tencent-holdings/,0.108569723,0.270903596
Allergan,80.068,14.967,14.9734,128.986,149,Health Care,Pharmaceuticals,Europe,Ireland,Ireland,,Brenton L. Saunders,http://www.forbes.com/companies/allergan/,0.116085467,1.000427607
China Everbright Bank,26.791,26.128,4.577,578.465,149,Financials,Regional Banks,Asia,China,China,,Hao Cai,http://www.forbes.com/companies/china-everbright-bank/,0.00791232,0.175176056
Credit Agricole,36.512,18.645,3.542,1607.684,151,Financials,Regional Banks,Europe,France,France,,Philippe Brassac,http://www.forbes.com/companies/credit-agricole/,0.002203169,0.189970501
Lockheed Martin,78.319,49.919,3.753,47.806,152,Industrials,Aerospace & Defense,North America,United States,Maryland,Maryland,Marillyn A. Hewson,http://www.forbes.com/companies/lockheed-martin/,0.07850479,0.075181795
Time Warner,76.241,29.318,3.916,65.966,153,Consumer Discretionary,Broadcasting & Cable,North America,United States,New York,New York,Jeffrey L. Bewkes,http://www.forbes.com/companies/time-warner/,0.059363915,0.133569821
Duke Energy,57.55,22.743,2.666,132.761,154,Utilities,Electric Utilities,North America,United States,North Carolina,North Carolina,Lynn J. Good,http://www.forbes.com/companies/duke-energy/,0.020081199,0.117222882
Anthem,44.046,85.197,2.4698,65.083,155,Health Care,Managed Health Care,North America,United States,Indiana,Indiana,Joseph R. Swedish,http://www.forbes.com/companies/anthem/,0.037948466,0.028989284
Vale,45.403,27.148,3.8186,99.148,156,Materials,Iron & Steel,South America,Brazil,Brazil,,Fábio Schvartsman,http://www.forbes.com/companies/vale/,0.03851414,0.140658612
Nordea Bank,45.411,15.068,4.1712,649.58,157,Financials,Major Banks,Europe,Sweden,Sweden,,Casper W. von Koskull,http://www.forbes.com/companies/nordea-bank/,0.00642138,0.27682506
Express Scripts,39.927,100.488,3.4044,51.745,158,Health Care,Healthcare Services,North America,United States,Missouri,Missouri,Timothy C. Wentworth,http://www.forbes.com/companies/express-scripts/,0.065791864,0.033878672
United Parcel Service,91.344,60.502,3.431,40.377,159,Industrials,Air Courier,North America,United States,Georgia,Georgia,David P. Abney,http://www.forbes.com/companies/united-parcel-service/,0.084974119,0.056708869
Aetna,45.144,63.164,2.2603,69.146,160,Health Care,Managed Health Care,North America,United States,Connecticut,Connecticut,Mark T. Bertolini,http://www.forbes.com/companies/aetna/,0.032688803,0.035784624
China Shenhua Energy,54.095,26.455,3.416,82.26,161,Materials,Diversified Metals & Mining,Asia,China,China,,Wen Sun,http://www.forbes.com/companies/china-shenhua-energy/,0.041526866,0.129124929
VINCI,43.568,42.641,2.771,72.857,162,Industrials,Construction Services,Europe,France,France,,Xavier Huillard,http://www.forbes.com/companies/vinci/,0.038033408,0.064984405
Bank of New York Mellon,48.83,15.618,3.495,333.469,163,Financials,Major Banks,North America,United States,New York,New York,Gerald L. Hassell,http://www.forbes.com/companies/bank-of-ny-mellon/,0.010480734,0.223780254
Renault,24.586,56.685,3.7821,107.693,164,Consumer Discretionary,Auto & Truck Manufacturers,Europe,France,France,,Carlos Ghosn Bichara,http://www.forbes.com/companies/renault/,0.035119274,0.066721355
China Railway Group,29.633,95.353,1.8806,108.602,165,Industrials,Construction Services,Asia,China,China,,Dai Hegen,http://www.forbes.com/companies/china-railway-group/,0.01731644,0.019722505
AIRBUS,59.472,73.652,1.1007,126.173,166,Industrials,Aerospace & Defense,Europe,France,France,,Thomas Enders,http://www.forbes.com/companies/airbus/,0.008723736,0.014944604
China Railway Construction,26.469,93.213,2.0993,109.266,167,Industrials,Construction Services,Asia,China,China,,Zhang Zongyan,http://www.forbes.com/companies/china-railway-construction/,0.019212747,0.022521537
China Vanke,30.546,33.735,3.1221,119.53,167,Financials,Real Estate,Asia,China,China,,Liang Yu,http://www.forbes.com/companies/china-vanke/,0.026119803,0.092547799
Jardine Matheson,47.648,37.051,2.503,71.523,169,Industrials,Conglomerates,Asia,Hong Kong,Hong Kong,,Ben Keswick,http://www.forbes.com/companies/jardine-matheson/,0.034995736,0.067555532
Qualcomm,83.187,23.778,4.889,52.366,170,Information Technology,Semiconductors,North America,United States,California,California,Steven M. Mollenkopf,http://www.forbes.com/companies/qualcomm/,0.093362105,0.205610228
Hewlett Packard Enterprise,30.433,48.764,3.161,76.662,171,Information Technology,Computer Hardware,North America,United States,California,California,Meg Whitman,http://www.forbes.com/companies/hewlett-packard-enterprise/,0.041232945,0.06482241
British American Tobacco,123.765,19.904,6.2715,49.146,172,Consumer Staples,Tobacco,Europe,United Kingdom,United Kingdom,,Nicandro Durante,http://www.forbes.com/companies/british-american-tobacco/,0.127609571,0.31508742
Visa,206.396,15.978,5.99,63.37,173,Financials,Consumer Financial Services,North America,United States,California,California,"Alfred F. Kelly, Jr.",http://www.forbes.com/companies/visa/,0.094524223,0.374890474
China Pacific Insurance,33.472,40.281,1.815,143.975,174,Financials,Life & Health Insurance,Asia,China,China,,Huo Lianhong,http://www.forbes.com/companies/china-pacific-insurance/,0.012606355,0.045058464
MetLife,57.201,64.69,0.8,905.164,174,Financials,Diversified Insurance,North America,United States,New York,New York,Steven Albert Kandarian,http://www.forbes.com/companies/metlife/,0.000883818,0.012366672
AstraZeneca,75.178,22.969,3.6514,62.526,176,Health Care,Pharmaceuticals,Europe,United Kingdom,United Kingdom,,Pascal Soriot,http://www.forbes.com/companies/astrazeneca/,0.058398106,0.158970787
Altria Group,138.81,19.337,14.215,45.932,177,Consumer Staples,Tobacco,North America,United States,Virginia,Virginia,Martin J. Barrington,http://www.forbes.com/companies/altria-group/,0.30947923,0.735119202
SAP,119.722,24.406,4.0166,46.701,178,Information Technology,Software & Programming,Europe,Germany,Germany,,William R. McDermott,http://www.forbes.com/companies/sap/,0.086006724,0.164574285
Costco Wholesale,74.892,121.194,2.384,35.63,179,Consumer Discretionary,Discount Stores,North America,United States,Washington,Washington,Walter Craig Jelinek,http://www.forbes.com/companies/costco-wholesale/,0.066909907,0.019670941
Travelers,33.58,27.654,2.992,101.741,179,Financials,Property & Casualty Insurance,North America,United States,New York,New York,Alan D. Schnitzer,http://www.forbes.com/companies/travelers/,0.029408007,0.108194113
Philip Morris International,176.221,26.714,6.947,36.851,181,Consumer Staples,Tobacco,North America,United States,New York,New York,André Calantzopoulos,http://www.forbes.com/companies/philip-morris-international/,0.188515915,0.26005091
Union Pacific,86.811,19.941,4.233,56.755,182,Industrials,Railroads,North America,United States,Nebraska,Nebraska,Lance M. Fritz,http://www.forbes.com/companies/union-pacific/,0.074583737,0.212276215
Delta Air Lines,33.009,39.605,4.373,58.899,183,Industrials,Airline,North America,United States,Georgia,Georgia,Edward H. Bastian,http://www.forbes.com/companies/delta-air-lines/,0.074245743,0.110415352
Southern Company,49.287,19.869,2.494,109.697,184,Utilities,Electric Utilities,North America,United States,Georgia,Georgia,Thomas A. Fanning,http://www.forbes.com/companies/southern-co/,0.022735353,0.12552217
Lowe's,71.133,65.017,3.061,34.408,185,Consumer Discretionary,Home Improvement Retail,North America,United States,North Carolina,North Carolina,Robert A. Niblock,http://www.forbes.com/companies/lowes-cos/,0.088961869,0.047079994
National Grid,47.978,21.946,2.9064,81.741,185,Utilities,Electric Utilities,Europe,United Kingdom,United Kingdom,,John Mark Pettigrew,http://www.forbes.com/companies/national-grid/,0.035556208,0.132434157
Legal & General Group,18.176,105.456,1.6974,571.193,187,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Nigel D. Wilson,http://www.forbes.com/companies/legal-general-group/,0.002971675,0.016095812
McKesson,30.517,196.498,2.03,57.874,188,Health Care,Pharmaceuticals,North America,United States,California,California,John H. Hammergren,http://www.forbes.com/companies/mckesson/,0.0350762,0.010330894
Christian Dior,42.741,43.696,1.9513,68.331,189,Consumer Discretionary,Apparel/Accessories,Europe,France,France,,Sidney Toledano,http://www.forbes.com/companies/christian-dior/,0.028556585,0.044656261
PTT PCL,32.363,48.735,2.6461,63.364,190,Energy,Oil & Gas Operations,Asia,Thailand,Thailand,,Tevin Vongvanich,http://www.forbes.com/companies/ptt-pcl/,0.041760306,0.054295681
Dai-ichi Life Insurance,19.869,55.691,1.7348,438.797,191,Financials,Life & Health Insurance,Asia,Japan,Japan,,Katsutoshi Saito,http://www.forbes.com/companies/dai-ichi-life-insurance/,0.003953537,0.031150455
Twenty-First Century Fox,57.505,28.062,3.085,49.207,192,,Diversified Media,North America,United States,New York,New York,James Rupert Murdoch,http://www.forbes.com/companies/twenty-first-century-fox/,0.062694332,0.109935144
Canadian Imperial Bank,34.489,14.569,3.569,393.706,193,Financials,Major Banks,North America,Canada,Canada,,Victor Dodig,http://www.forbes.com/companies/canadian-imperial-bank/,0.00906514,0.244972201
FedEx,52.312,57.57,1.905,46.781,194,Industrials,Air Courier,North America,United States,Tennessee,Tennessee,Frederick Wallace Smith,http://www.forbes.com/companies/fedex/,0.040721661,0.033090151
GlaxoSmithKline,99.751,37.631,1.2306,73.003,194,Health Care,Pharmaceuticals,Europe,United Kingdom,United Kingdom,,Emma Walmsley,http://www.forbes.com/companies/glaxosmithkline/,0.016856841,0.032701762
Deutsche Post,40.953,63.423,2.9193,40.636,196,Industrials,Air Courier,Europe,Germany,Germany,,Frank Appel,http://www.forbes.com/companies/deutsche-post/,0.07184024,0.046029043
3M,113.537,30.109,5.05,32.906,197,Industrials,Conglomerates,North America,United States,Minnesota,Minnesota,Inge G. Thulin,http://www.forbes.com/companies/3m/,0.153467453,0.167723936
L'Oréal Group,107.454,28.581,3.4356,37.581,198,Consumer Staples,Household/Personal Care,Europe,France,France,,Jean-Paul Agon,http://www.forbes.com/companies/loreal-group/,0.091418536,0.120205731
Aflac,29.246,22.69,2.659,129.819,199,Financials,Life & Health Insurance,North America,United States,Georgia,Georgia,Dan Amos,http://www.forbes.com/companies/aflac/,0.020482364,0.117188189
Allstate,29.616,36.276,1.877,110.374,200,Financials,Diversified Insurance,North America,United States,Illinois,Illinois,"Thomas Joseph Wilson, II",http://www.forbes.com/companies/allstate/,0.017005817,0.051742199
Hitachi,25.556,85.804,1.7528,82.653,201,Information Technology,Electronics,Asia,Japan,Japan,,Toshiaki Higashihara,http://www.forbes.com/companies/hitachi/,0.021206732,0.020427952
Brookfield Asset Management,35.355,24.872,1.6407,159.826,202,Financials,Real Estate,North America,Canada,Canada,,Bruce Flatt,http://www.forbes.com/companies/brookfield-asset-management/,0.010265539,0.065965745
BT Group,38.516,31.668,3.0818,53.969,203,Telecommunication Services,Telecommunications services,Europe,United Kingdom,United Kingdom,,Gavin E. Patterson,http://www.forbes.com/companies/bt-group/,0.057103152,0.097315902
NextEra Energy,60.361,15.21,2.895,89.993,204,Utilities,Electric Utilities,North America,United States,Florida,Florida,James L. Robo,http://www.forbes.com/companies/nextera-energy/,0.032169169,0.190335306
BlackRock,62.632,11.21,3.172,220.177,205,Financials,Investment Services,North America,United States,New York,New York,Larry Fink,http://www.forbes.com/companies/blackrock/,0.014406591,0.282961641
Continental,42.713,44.856,3.1001,39.391,206,Consumer Discretionary,Auto & Truck Parts,Europe,Germany,Germany,,Elmar Degenhart,http://www.forbes.com/companies/continental/,0.078700718,0.06911227
MS&AD Insurance,19.186,47.809,2.0292,178.271,206,Financials,Property & Casualty Insurance,Asia,Japan,Japan,,Yasuyoshi Karasawa,http://www.forbes.com/companies/msad-insurance/,0.01138267,0.042443891
Aviva,25.914,74.329,0.9486,511.145,208,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Mark Andrew Wilson,http://www.forbes.com/companies/aviva/,0.001855833,0.012762179
Cigna,39.024,39.698,1.867,60.344,209,Health Care,Managed Health Care,North America,United States,Connecticut,Connecticut,"David Michael Cordani, CFA",http://www.forbes.com/companies/cigna/,0.030939281,0.047030077
Phillips 66,39.884,71.172,1.549,51.653,210,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Greg C. Garland,http://www.forbes.com/companies/phillips-66/,0.029988578,0.021764177
Valero Energy,29.423,75.659,2.289,46.844,211,Energy,Oil & Gas Operations,North America,United States,Texas,Texas,Joseph W. Gorder,http://www.forbes.com/companies/valero-energy/,0.048864316,0.030254167
Enbridge,69.293,26.106,1.5616,64.004,212,Energy,Oil Services & Equipment,North America,Canada,Canada,,Albert Monaco,http://www.forbes.com/companies/enbridge/,0.024398475,0.059817666
Mondel?z International,67.353,25.923,1.616,61.538,213,Consumer Staples,Food Processing,North America,United States,Illinois,Illinois,Dirk Van De Put,http://www.forbes.com/companies/mondelez-international/,0.026260197,0.062338464
People's Insurance Company,17.472,64.599,2.148,129.668,214,Financials,Property & Casualty Insurance,Asia,China,China,,Fan Lin,http://www.forbes.com/companies/peoples-insurance-company/,0.016565382,0.033251289
McDonald's,106.436,24.622,4.6603,31.024,215,Consumer Discretionary,Restaurants,North America,United States,Illinois,Illinois,Stephen J. Easterbrook,http://www.forbes.com/companies/mcdonalds/,0.150215962,0.18927382
ArcelorMittal,25.103,56.782,1.7597,75.142,216,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Lakshmi Niwas Mittal,http://www.forbes.com/companies/arcelormittal/,0.023418328,0.030990455
East Japan Railway,34.229,26.495,2.303,66.137,217,Industrials,Railroads,Asia,Japan,Japan,,Satoshi Seino,http://www.forbes.com/companies/east-japan-railway/,0.034821658,0.086922061
Itochu,22.436,44.015,2.3907,71.99,218,Industrials,Trading Companies,Asia,Japan,Japan,,Masahiro Okafuji,http://www.forbes.com/companies/itochu/,0.033208779,0.054315574
Japan Tobacco,66.379,19.725,3.8809,40.677,219,Consumer Staples,Tobacco,Asia,Japan,Japan,,Mitsuomi Koizumi,http://www.forbes.com/companies/japan-tobacco/,0.095407724,0.196750317
EI du Pont de Nemours,69.209,24.609,2.513,39.964,220,Materials,Diversified Chemicals,North America,United States,Delaware,Delaware,Edward D. Breen,http://www.forbes.com/companies/ei-du-pont-de-nemours/,0.062881593,0.102117112
Eli Lilly,94.138,21.222,2.7376,38.806,221,Health Care,Pharmaceuticals,North America,United States,Indiana,Indiana,David A. Ricks,http://www.forbes.com/companies/eli-lilly-co/,0.070545792,0.128998209
Panasonic,26.194,66.561,1.9181,52.686,221,Consumer Discretionary,Consumer Electronics,Asia,Japan,Japan,,Shusaku Nagae,http://www.forbes.com/companies/panasonic/,0.036406256,0.028817175
Sun Hung Kai Properties,43.601,13.382,4.9728,80.097,223,Financials,Real Estate,Asia,Hong Kong,Hong Kong,,"Ping Luen Kwok, LLD",http://www.forbes.com/companies/sun-hung-kai-properties/,0.062084722,0.371603647
Fiat Chrysler Automobiles,15.549,122.808,1.9945,110.056,224,Consumer Discretionary,Auto & Truck Manufacturers,Europe,United Kingdom,United Kingdom,,Sergio Marchionne,http://www.forbes.com/companies/fiat-chrysler-automobiles/,0.018122592,0.016240799
