Company,Sector,Industry,Continent,Country,Market Value,Sales,Profits,Assets,Rank,Forbes Webpage,Profits as % of Assets,Profits as % of Sales,,,,,,,,,,,,
Novartis,Health Care,Pharmaceuticals,Europe,Switzerland,227.4,57.9,9.2,126.3,54,http://www.forbes.com/companies/novartis/,0.072842439,0.158894646,,,,,,,,,,,,
Royal Bank of Canada,Financials,Major Banks,North America,Canada,95.7,37.8,8,811.4,55,http://www.forbes.com/companies/royal-bank-of-canada/,0.009859502,0.211640212,,,,,,,,,,,,
Sumitomo Mitsui Financial,Financials,Major Banks,Asia,Japan,58.6,46.2,9.7,1494.7,56,http://www.forbes.com/companies/sumitomo-mitsui-financial/,0.006489597,0.20995671,,,,,,,,,,,,
Comcast,Consumer Discretionary,Broadcasting & Cable,North America,United States,130,64.7,6.8,158.8,57,http://www.forbes.com/companies/comcast/,0.042821159,0.105100464,,,,,,,,,,,,
Sberbank,Financials,Regional Banks,Asia,Russia,51.5,56.5,11.4,554.2,58,http://www.forbes.com/companies/sberbank/,0.020570191,0.201769912,,,,,,,,,,,,
Goldman Sachs Group,Financials,Investment Services,North America,United States,75.1,39.5,8,911.5,59,http://www.forbes.com/companies/goldman-sachs-group/,0.008776742,0.202531646,,,,,,,,,,,,
Westpac Banking Group,Financials,Major Banks,Australia,Australia,99,38.4,6.8,651.4,60,http://www.forbes.com/companies/westpac-banking/,0.010439054,0.177083333,,,,,,,,,,,,
Nippon Telegraph & Tel,Telecommunication Services,Telecommunications services,Asia,Japan,61,110.7,5.7,189.3,61,http://www.forbes.com/companies/nippon-tel-tel/,0.030110935,0.051490515,,,,,,,,,,,,
Ping An Insurance Group,Financials,Diversified Insurance,Asia,China,66.1,59,4.6,552.8,62,http://www.forbes.com/companies/ping-an-insurance/,0.008321274,0.077966102,,,,,,,,,,,,
Banco Bradesco,Financials,Regional Banks,South America,Brazil,58.5,74.1,5.6,384.9,63,http://www.forbes.com/companies/banco-bradesco/,0.014549234,0.075573549,,,,,,,,,,,,
Anheuser-Busch InBev,Consumer Staples,Beverages,Europe,Belgium,171.2,43.2,14.5,141.7,64,http://www.forbes.com/companies/anheuser-busch-inbev/,0.102328864,0.335648148,,,,,,,,,,,,
Bank of Communications,Financials,Major Banks,Asia,China,48.7,46.6,10.1,942.2,65,http://www.forbes.com/companies/bank-of-communications/,0.010719592,0.216738197,,,,,,,,,,,,
China Life Insurance,Financials,Life & Health Insurance,Asia,China,79.8,68.4,4,327.2,66,http://www.forbes.com/companies/china-life-insurance/,0.012224939,0.058479532,,,,,,,,,,,,
General Motors,Consumer Discretionary,Auto & Truck Manufacturers,North America,United States,54.6,155.4,5.3,166.3,67,http://www.forbes.com/companies/general-motors/,0.031870114,0.034105534,,,,,,,,,,,,
Telefónica,Telecommunication Services,Telecommunications services,Europe,Spain,71.8,75.8,6.1,163.8,68,http://www.forbes.com/companies/telefonica/,0.037240537,0.080474934,,,,,,,,,,,,
MetLife,Financials,Diversified Insurance,North America,United States,60,71,3.4,885.3,69,http://www.forbes.com/companies/metlife/,0.003840506,0.047887324,,,,,,,,,,,,
Honda Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,63,117.7,4.9,147.9,70,http://www.forbes.com/companies/honda-motor/,0.033130494,0.041631266,,,,,,,,,,,,
Enel,Utilities,Electric Utilities,Europe,Italy,53.2,106.3,4.3,226.2,71,http://www.forbes.com/companies/enel/,0.019009726,0.040451552,,,,,,,,,,,,
BASF,Materials,Diversified Chemicals,Europe,Germany,102.3,98.2,6.4,88.7,72,http://www.forbes.com/companies/basf/,0.072153326,0.065173116,,,,,,,,,,,,
Softbank,Telecommunication Services,Telecommunications services,Asia,Japan,91.2,55.6,5.8,156.6,73,http://www.forbes.com/companies/softbank/,0.037037037,0.104316547,,,,,,,,,,,,
National Australia Bank,Financials,Major Banks,Australia,Australia,75.3,36.9,5.4,755.9,74,http://www.forbes.com/companies/national-australia-bank/,0.007143802,0.146341463,,,,,,,,,,,,
ANZ,Financials,Major Banks,Australia,Australia,83.9,34,6.2,659.7,75,http://www.forbes.com/companies/anz/,0.009398211,0.182352941,,,,,,,,,,,,
TD Bank Group,Financials,Major Banks,North America,Canada,86.2,31.3,6.6,815.2,76,http://www.forbes.com/companies/td-bank-group/,0.008096173,0.21086262,,,,,,,,,,,,
ConocoPhillips,Energy,Oil & Gas Operations,North America,United States,86.3,55.6,9.2,118.1,76,http://www.forbes.com/companies/conocophillips/,0.077900085,0.165467626,,,,,,,,,,,,
Intel,Information Technology,Semiconductors,North America,United States,129.2,52.7,9.6,92.4,78,http://www.forbes.com/companies/intel/,0.103896104,0.182163188,,,,,,,,,,,,
UBS,Financials,Investment Services,Europe,Switzerland,81,39.7,3.4,1135.5,79,http://www.forbes.com/companies/ubs/,0.002994276,0.085642317,,,,,,,,,,,,
Hewlett-Packard,Information Technology,Computer Hardware,North America,United States,63,112.1,5.3,105,80,http://www.forbes.com/companies/hewlett-packard/,0.05047619,0.047279215,,,,,,,,,,,,
Coca-Cola,Consumer Staples,Beverages,North America,United States,168.7,46.3,8.5,91.3,81,http://www.forbes.com/companies/coca-cola/,0.093099671,0.183585313,,,,,,,,,,,,
Cisco Systems,Information Technology,Communications Equipment,North America,United States,119,47.9,8.2,98.4,82,http://www.forbes.com/companies/cisco-systems/,0.083333333,0.171189979,,,,,,,,,,,,
LukOil,Energy,Oil & Gas Operations,Asia,Russia,47.7,119.2,7.8,109.4,83,http://www.forbes.com/companies/lukoil/,0.071297989,0.065436242,,,,,,,,,,,,
Boeing,Industrials,Aerospace & Defense,North America,United States,95.3,86.6,4.6,92.7,84,http://www.forbes.com/companies/boeing/,0.049622438,0.053117783,,,,,,,,,,,,
Zurich Insurance Group,Financials,Diversified Insurance,Europe,Switzerland,45.8,71.9,4,397.1,84,http://www.forbes.com/companies/zurich-insurance-group/,0.010073029,0.055632823,,,,,,,,,,,,
UnitedHealth Group,Health Care,Managed Health Care,North America,United States,81,122.5,5.6,81.9,84,http://www.forbes.com/companies/unitedhealth-group/,0.068376068,0.045714286,,,,,,,,,,,,
Hyundai Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,South Korea,49.7,79.8,7.8,126.4,87,http://www.forbes.com/companies/hyundai-motor/,0.061708861,0.097744361,,,,,,,,,,,,
Sanofi,Health Care,Pharmaceuticals,Europe,France,137.1,43.7,4.9,132.4,87,http://www.forbes.com/companies/sanofi/,0.037009063,0.112128146,,,,,,,,,,,,
Credit Agricole,Financials,Major Banks,Europe,France,41,65.3,3.3,2117.7,89,http://www.forbes.com/companies/credit-agricole/,0.001558294,0.050535988,,,,,,,,,,,,
United Technologies,Industrials,Conglomerates,North America,United States,108.1,62.7,5.7,90.6,90,http://www.forbes.com/companies/united-technologies/,0.062913907,0.090909091,,,,,,,,,,,,
Roche Holding,Health Care,Pharmaceuticals,Europe,Switzerland,253.7,50.5,12,69.9,90,http://www.forbes.com/companies/roche-holding/,0.17167382,0.237623762,,,,,,,,,,,,
Munich Re,Financials,Diversified Insurance,Europe,Germany,38.9,88,4.4,343.1,92,http://www.forbes.com/companies/munich-re/,0.012824249,0.05,,,,,,,,,,,,
PepsiCo,Consumer Staples,Beverages,North America,United States,126.2,66.4,6.7,77.5,93,http://www.forbes.com/companies/pepsico/,0.086451613,0.100903614,,,,,,,,,,,,
Oracle,Information Technology,Software & Programming,North America,United States,185,37.9,11.1,86.6,94,http://www.forbes.com/companies/oracle/,0.12817552,0.292875989,,,,,,,,,,,,
Bank of Nova Scotia,Financials,Major Banks,North America,Canada,71.2,27.7,6.3,702.1,95,http://www.forbes.com/companies/bank-of-nova-scotia/,0.008973081,0.227436823,,,,,,,,,,,,
CVS Caremark,Consumer Staples,Drug Retail,North America,United States,87.8,126.8,4.6,71.5,96,http://www.forbes.com/companies/cvs-caremark/,0.064335664,0.036277603,,,,,,,,,,,,
ING Group,Financials,Life & Health Insurance,Europe,Netherlands,56.1,34.5,4.4,1488.7,97,http://www.forbes.com/companies/ing-group/,0.002955599,0.127536232,,,,,,,,,,,,
Saudi Basic Industries,Materials,Diversified Chemicals,Asia,Saudi Arabia,94.4,50.4,6.7,90.4,98,http://www.forbes.com/companies/saudi-basic-industries/,0.074115044,0.132936508,,,,,,,,,,,,
Merck & Co,Health Care,Pharmaceuticals,North America,United States,165.8,44.1,4.4,105.6,99,http://www.forbes.com/companies/merck-co/,0.041666667,0.099773243,,,,,,,,,,,,
Walt Disney,Consumer Discretionary,Broadcasting & Cable,North America,United States,142.9,46,6.6,83.2,100,http://www.forbes.com/companies/walt-disney/,0.079326923,0.143478261,,,,,,,,,,,,
Mizuho Financial,Financials,Major Banks,Asia,Japan,48.7,28.5,7.5,1791.6,101,http://www.forbes.com/companies/mizuho-financial/,0.004186202,0.263157895,,,,,,,,,,,,
China Merchants Bank,Financials,Major Banks,Asia,China,45.2,32.2,8.1,634.7,102,http://www.forbes.com/companies/china-merchants-bank/,0.012761935,0.251552795,,,,,,,,,,,,
Société Générale,Financials,Major Banks,Europe,France,50,45.6,2.9,1702.1,103,http://www.forbes.com/companies/societe-generale/,0.001703778,0.063596491,,,,,,,,,,,,
American Express,Financials,Consumer Financial Services,North America,United States,96.9,34.9,5.3,155.9,104,http://www.forbes.com/companies/american-express/,0.033996151,0.151862464,,,,,,,,,,,,
Banco do Brasil,Financials,Major Banks,South America,Brazil,28.3,68.6,7.3,552.7,104,http://www.forbes.com/companies/banco-do-brasil/,0.013207889,0.106413994,,,,,,,,,,,,
Morgan Stanley,Financials,Investment Services,North America,United States,61.7,40.8,2.8,832.7,106,http://www.forbes.com/companies/morgan-stanley/,0.003362556,0.068627451,,,,,,,,,,,,
Prudential,Financials,Life & Health Insurance,Europe,United Kingdom,56.1,81.9,2.1,528.5,107,http://www.forbes.com/companies/prudential/,0.00397351,0.025641026,,,,,,,,,,,,
CNOOC,Energy,Oil & Gas Operations,Asia,Hong Kong,67.2,43,10.6,102.7,108,http://www.forbes.com/companies/cnooc/,0.103213242,0.246511628,,,,,,,,,,,,
Rio Tinto,Materials,Diversified Metals & Mining,Europe,United Kingdom,103.8,51.2,3.7,111,109,http://www.forbes.com/companies/rio-tinto/,0.033333333,0.072265625,,,,,,,,,,,,
Unilever,Consumer Staples,Food Processing,Europe,Netherlands,124.5,66.1,6.4,62.7,110,http://www.forbes.com/companies/unilever/,0.102073365,0.096822995,,,,,,,,,,,,
Nissan Motor,Consumer Discretionary,Auto & Truck Manufacturers,Asia,Japan,40.2,104,3.9,137.2,111,http://www.forbes.com/companies/nissan-motor/,0.028425656,0.0375,,,,,,,,,,,,
Credit Suisse Group,Financials,Investment Services,Europe,Switzerland,52.3,39.5,2.8,981.2,112,http://www.forbes.com/companies/credit-suisse-group/,0.002853649,0.070886076,,,,,,,,,,,,
E.ON,Utilities,Electric Utilities,Europe,Germany,37.6,162.6,2.8,180.1,113,http://www.forbes.com/companies/eon/,0.015546918,0.017220172,,,,,,,,,,,,
Generali Group,Financials,Diversified Insurance,Europe,Italy,34.5,100.5,2.5,602.8,114,http://www.forbes.com/companies/generali-group/,0.004147313,0.024875622,,,,,,,,,,,,
América Móvil,Telecommunication Services,Telecommunications services,North America,Mexico,70.9,61.6,5.8,79,115,http://www.forbes.com/companies/america-movil/,0.073417722,0.094155844,,,,,,,,,,,,
GlaxoSmithKline,Health Care,Pharmaceuticals,Europe,United Kingdom,128.8,41.4,8.5,69.7,116,http://www.forbes.com/companies/glaxosmithkline/,0.12195122,0.20531401,,,,,,,,,,,,
Schlumberger,Energy,Oil Services & Equipment,North America,United States,128,45.4,6.7,67.1,117,http://www.forbes.com/companies/schlumberger/,0.099850969,0.147577093,,,,,,,,,,,,
BBVA-Banco Bilbao Vizcaya,Financials,Major Banks,Europe,Spain,71,28.2,3,802.8,118,http://www.forbes.com/companies/bbva-banco-bilbao-vizcaya/,0.003736921,0.106382979,,,,,,,,,,,,
Nordea Bank,Financials,Regional Banks,Europe,Sweden,58,25.6,4.1,868.7,119,http://www.forbes.com/companies/nordea-bank/,0.004719696,0.16015625,,,,,,,,,,,,
Bayer,Materials,Diversified Chemicals,Europe,Germany,111.3,53.3,4.2,70.7,120,http://www.forbes.com/companies/bayer/,0.059405941,0.07879925,,,,,,,,,,,,
China Minsheng Banking,Financials,Regional Banks,Asia,China,33.6,34.1,6.8,541.2,121,http://www.forbes.com/companies/china-minsheng-banking/,0.012564671,0.19941349,,,,,,,,,,,,
Caterpillar,Industrials,Heavy Equipment,North America,United States,63.7,55.7,3.8,84.9,122,http://www.forbes.com/companies/caterpillar/,0.044758539,0.068222621,,,,,,,,,,,,
Standard Chartered,Financials,Major Banks,Europe,United Kingdom,51.1,25.6,4.1,674.4,123,http://www.forbes.com/companies/standard-chartered/,0.006079478,0.16015625,,,,,,,,,,,,
China Shenhua Energy,Materials,Diversified Metals & Mining,Asia,China,57.6,42.8,7.2,80.4,124,http://www.forbes.com/companies/china-shenhua-energy/,0.089552239,0.168224299,,,,,,,,,,,,
US Bancorp,Financials,Major Banks,North America,United States,78.2,20.2,5.8,364,125,http://www.forbes.com/companies/us-bancorp/,0.015934066,0.287128713,,,,,,,,,,,,
Mitsubishi Corp,Industrials,Trading Companies,Asia,Japan,30.5,74.8,4.4,146.5,126,http://www.forbes.com/companies/mitsubishi-corp/,0.03003413,0.058823529,,,,,,,,,,,,
Dow Chemical,Materials,Diversified Chemicals,North America,United States,60.1,57.1,4.8,69.5,127,http://www.forbes.com/companies/dow-chemical/,0.069064748,0.084063047,,,,,,,,,,,,
Ecopetrol,Energy,Oil & Gas Operations,South America,Colombia,83.6,37.7,7,68.5,128,http://www.forbes.com/companies/ecopetrol/,0.102189781,0.185676393,,,,,,,,,,,,
Industrial Bank,Financials,Regional Banks,Asia,China,28.8,32.7,6.7,593.5,129,http://www.forbes.com/companies/industrial-bank/,0.011288964,0.204892966,,,,,,,,,,,,
Shanghai Pudong Development,Financials,Regional Banks,Asia,China,29.2,31.7,6.7,607.9,130,http://www.forbes.com/companies/shanghai-pudong-development/,0.01102155,0.211356467,,,,,,,,,,,,
EADS,Industrials,Aerospace & Defense,Europe,France,56.9,78.7,1.9,128.6,131,http://www.forbes.com/companies/eads/,0.014774495,0.024142313,,,,,,,,,,,,
Swiss Re,Financials,Diversified Insurance,Europe,Switzerland,34.7,36.8,4.4,205.2,132,http://www.forbes.com/companies/swiss-re/,0.021442495,0.119565217,,,,,,,,,,,,
Iberdrola,Utilities,Electric Utilities,Europe,Spain,44.1,43.6,3.4,127.3,133,http://www.forbes.com/companies/iberdrola/,0.026708562,0.077981651,,,,,,,,,,,,
China Citic Bank,Financials,Regional Banks,Asia,China,32.5,27.8,5.7,555.6,134,http://www.forbes.com/companies/china-citic-bank/,0.010259179,0.205035971,,,,,,,,,,,,
Reliance Industries,Energy,Oil & Gas Operations,Asia,India,50.9,72.8,3.8,67.2,135,http://www.forbes.com/companies/reliance-industries/,0.056547619,0.052197802,,,,,,,,,,,,
Hutchison Whampoa,Industrials,Conglomerates,Asia,Hong Kong,57.8,33,4,105.2,136,http://www.forbes.com/companies/hutchison-whampoa/,0.038022814,0.121212121,,,,,,,,,,,,
Home Depot,Consumer Discretionary,Home Improvement Retail,North America,United States,109.7,78.8,5.4,40.5,137,http://www.forbes.com/companies/home-depot/,0.133333333,0.068527919,,,,,,,,,,,,
Hitachi,Information Technology,Electronics,Asia,Japan,36.2,95.7,2.6,104.7,138,http://www.forbes.com/companies/hitachi/,0.024832856,0.027168234,,,,,,,,,,,,
Hon Hai Precision,Information Technology,Electronics,Asia,Taiwan,37.3,127.2,3.4,68.2,139,http://www.forbes.com/companies/hon-hai-precision/,0.049853372,0.02672956,,,,,,,,,,,,
Phillips 66,Energy,Oil & Gas Operations,North America,United States,46.8,157.9,3.7,51,140,http://www.forbes.com/companies/phillips-66/,0.07254902,0.023432552,,,,,,,,,,,,
Capital One Financial,Financials,Consumer Financial Services,North America,United States,44,24.2,4.1,298.5,141,http://www.forbes.com/companies/capital-one-financial/,0.013735343,0.169421488,,,,,,,,,,,,
Møller-Maersk,Industrials,Other Transportation,Europe,Denmark,51.7,47.4,3.6,74.5,142,http://www.forbes.com/companies/moller-maersk/,0.048322148,0.075949367,,,,,,,,,,,,
Aviva,Financials,Life & Health Insurance,Europe,United Kingdom,24.1,53.8,3.1,449.9,143,http://www.forbes.com/companies/aviva/,0.00689042,0.057620818,,,,,,,,,,,,
France Telecom,Telecommunication Services,Telecommunications services,Europe,France,39,54.4,2.5,118.3,144,http://www.forbes.com/companies/france-telecom/,0.021132713,0.045955882,,,,,,,,,,,,
Deutsche Telekom,Telecommunication Services,Telecommunications services,Europe,Germany,71.2,79.8,1.2,162.8,145,http://www.forbes.com/companies/deutsche-telekom/,0.007371007,0.015037594,,,,,,,,,,,,
Bank of Montreal,Financials,Major Banks,North America,Canada,43.3,20.1,4,531.6,146,http://www.forbes.com/companies/bank-of-montreal/,0.007524454,0.199004975,,,,,,,,,,,,
VINCI,Industrials,Construction Services,Europe,France,44.2,54.1,2.6,86.9,147,http://www.forbes.com/companies/vinci/,0.029919448,0.04805915,,,,,,,,,,,,
Mondel?z International,Consumer Staples,Food Processing,North America,United States,59.2,35.3,3.9,72.6,148,http://www.forbes.com/companies/mondelez-international/,0.053719008,0.110481586,,,,,,,,,,,,
Suncor Energy,Energy,Oil & Gas Operations,North America,Canada,51.5,38.4,3.8,73.7,149,http://www.forbes.com/companies/suncor-energy/,0.05156038,0.098958333,,,,,,,,,,,,
China Telecom,Telecommunication Services,Telecommunications services,Asia,China,37.4,52.3,2.9,89.7,150,http://www.forbes.com/companies/china-telecom/,0.032329989,0.055449331,,,,,,,,,,,,
Occidental Petroleum,Energy,Oil & Gas Operations,North America,United States,75,24.4,5.9,70.9,151,http://www.forbes.com/companies/occidental-petroleum/,0.083215797,0.241803279,,,,,,,,,,,,
"Twenty-First Century Fox, Inc.",,,North America,United States,74.6,32,4.9,53.3,152,http://www.forbes.com/companies/twenty-first-century-fox-inc/,0.091932458,0.153125,,,,,,,,,,,,
Mitsui & Co,Industrials,Trading Companies,Asia,Japan,25.6,58.1,3.6,106.7,153,http://www.forbes.com/companies/mitsui-co/,0.033739456,0.061962134,,,,,,,,,,,,
Qualcomm,Information Technology,Semiconductors,North America,United States,135.5,25.5,6.8,46.3,154,http://www.forbes.com/companies/qualcomm/,0.146868251,0.266666667,,,,,,,,,,,,
State Bank of India,Financials,Regional Banks,Asia,India,23.6,37.1,3.3,376.8,155,http://www.forbes.com/companies/state-bank-of-india/,0.008757962,0.088948787,,,,,,,,,,,,
Time Warner,Consumer Discretionary,Broadcasting & Cable,North America,United States,58.9,29.8,3.6,69.9,156,http://www.forbes.com/companies/time-warner/,0.051502146,0.120805369,,,,,,,,,,,,
Philip Morris International,Consumer Staples,Tobacco,North America,United States,130.3,30.9,8.6,38.2,157,http://www.forbes.com/companies/philip-morris-international/,0.22513089,0.278317152,,,,,,,,,,,,
Honeywell International,Industrials,Conglomerates,North America,United States,72.9,39.1,3.9,45.4,158,http://www.forbes.com/companies/honeywell-international/,0.085903084,0.099744246,,,,,,,,,,,,
Express Scripts,Health Care,Healthcare Services,North America,United States,59,104.2,1.8,53.5,158,http://www.forbes.com/companies/express-scripts/,0.03364486,0.017274472,,,,,,,,,,,,
United Parcel Service,Industrials,Air Courier,North America,United States,89.6,55.5,4.4,36.2,160,http://www.forbes.com/companies/united-parcel-service/,0.121546961,0.079279279,,,,,,,,,,,,
Barclays,Financials,Major Banks,Europe,United Kingdom,64.6,55,0.8,2173.4,160,http://www.forbes.com/companies/barclays/,0.000368087,0.014545455,,,,,,,,,,,,
PNC Financial Services,Financials,Regional Banks,North America,United States,46.6,16.5,4.2,324.1,162,http://www.forbes.com/companies/pnc-financial-services/,0.012958963,0.254545455,,,,,,,,,,,,
Deutsche Post,Industrials,Air Courier,Europe,Germany,45.4,73.1,2.8,48.9,163,http://www.forbes.com/companies/deutsche-post/,0.057259714,0.038303694,,,,,,,,,,,,
AIA Group,Financials,Life & Health Insurance,Asia,Hong Kong,58,20.7,2.8,145.2,164,http://www.forbes.com/companies/aia-group/,0.019283747,0.1352657,,,,,,,,,,,,
